,narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
65844,P35_108_253,P35,P35_108,00:15:34.114,00:15:33.93,00:15:40.17,46696,47008,lather fork,lather,2,fork,14,['fork'],[14]
56181,P28_101_28,P28,P28_101,00:01:31.164,00:01:30.51,00:01:33.89,4525,4694,take knife,take,0,knife,4,['knife'],[4]
54256,P27_103_439,P27,P27_103,00:31:52.359,00:31:52.52,00:31:53.45,95626,95672,pick up pan,pick-up,0,pan,5,['pan'],[5]
3208,P01_106_60,P01,P01_106,00:02:43.850,00:02:43.57,00:02:44.51,8178,8225,put down chopstick,put-down,1,chopstick,80,['chopstick'],[80]
42830,P22_116_116,P22,P22_116,00:04:33.611,00:04:32.45,00:04:33.36,13622,13668,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
10626,P02_124_37,P02,P02_124,00:01:17.656,00:01:17.52,00:01:18.18,3876,3909,open cupboard,open,3,cupboard,3,['cupboard'],[3]
60369,P30_101_53,P30,P30_101,00:01:40.600,00:01:39.37,00:01:40.38,4968,5019,rinse lemon squeezer pieces,rinse,2,piece:lemon:squeezer,106,['piece:lemon:squeezer'],[106]
15725,P03_20_1,P03,P03_20,00:00:06.670,00:00:04.94,00:00:06.53,296,391,put lid,put,1,lid,6,['lid'],[6]
55274,P28_01_84,P28,P28_01,00:05:08.520,00:05:11.55,00:05:12.87,18693,18772,take washing liquid,take,0,liquid:washing,22,['liquid:washing'],[22]
55988,P28_08_68,P28,P28_08,00:04:12.800,00:04:12.70,00:04:18.20,15162,15492,rinse dish,rinse,2,dish,2,['dish'],[2]
37132,P22_07_180,P22,P22_07,00:07:18.319,00:07:17.98,00:07:18.84,26278,26330,put down knife,put-down,1,knife,4,['knife'],[4]
10211,P02_123_179,P02,P02_123,00:10:55.165,00:10:55.63,00:11:00.11,32781,33005,wash cleaning cloth,wash,2,cloth:cleaning,17,['cloth:cleaning'],[17]
33379,P12_101_5,P12,P12_101,00:00:12.801,00:00:12.05,00:00:12.71,602,635,pick up trash,pick-up,0,trash,54,['trash'],[54]
16838,P04_05_108,P04,P04_05,00:12:52.800,00:12:51.40,00:12:52.72,46284,46363,open drawer,open,3,drawer,8,['drawer'],[8]
19071,P04_108_46,P04,P04_108,00:01:29.350,00:01:28.84,00:01:29.60,4442,4480,put rice cooker bowl under tap,put-under,1,bowl:rice:cooker,7,"['bowl:rice:cooker', 'tap']","[7, 0]"
19022,P04_107_939,P04,P04_107,00:24:42.103,00:24:42.05,00:24:42.97,74102,74148,put oven gloves on oven door,put-on,1,glove:oven,60,"['glove:oven', 'door:oven']","[60, 46]"
25757,P06_108_25,P06,P06_108,00:02:50.657,00:02:49.83,00:02:52.35,8491,8617,pick up chopped tomatoes,pick-up,0,tomato:chopped,43,['tomato:chopped'],[43]
10362,P02_123_314,P02,P02_123,00:15:49.153,00:15:49.05,00:15:49.73,47452,47486,put down washing liquid,put-down,1,liquid:washing,22,['liquid:washing'],[22]
34447,P14_09_8,P14,P14_09,00:01:17.890,00:01:17.74,00:01:19.29,4664,4757,put down paella,put-down,1,paella,34,['paella'],[34]
5494,P01_19_86,P01,P01_19,00:04:43.110,00:04:41.67,00:04:46.52,16900,17191,wash pan,wash,2,pan,5,['pan'],[5]
65543,P35_107_292,P35,P35_107,00:21:12.350,00:21:12.04,00:21:15.44,63602,63772,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
53744,P27_101_403,P27,P27_101,00:19:04.857,00:19:04.56,00:19:06.49,57228,57324,put down glass,put-down,1,glass,10,['glass'],[10]
48392,P24_08_100,P24,P24_08,00:07:53.680,00:07:48.62,00:07:54.93,28117,28495,put down olive seed,put-down,1,seed:olive,122,['seed:olive'],[122]
5424,P01_19_22,P01,P01_19,00:00:55.190,00:00:54.34,00:00:55.11,3260,3306,take spatula,take,0,spatula,20,['spatula'],[20]
3315,P01_108_10,P01,P01_108,00:00:25.100,00:00:24.54,00:00:25.60,1227,1280,open cupboard,open,3,cupboard,3,['cupboard'],[3]
13649,P03_109_12,P03,P03_109,00:00:17.102,00:00:16.79,00:00:18.91,839,945,pick up ladle,pick-up,0,ladle,97,['ladle'],[97]
42656,P22_115_182,P22,P22_115,00:05:48.350,00:05:47.17,00:05:48.10,17358,17405,put down container,put-down,1,container,21,['container'],[21]
42571,P22_115_105,P22,P22_115,00:03:06.101,00:03:05.88,00:03:06.35,9294,9317,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
52242,P26_118_37,P26,P26_118,00:03:03.863,00:03:03.85,00:03:05.21,9192,9260,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
54731,P27_104_265,P27,P27_104,00:13:04.608,00:13:04.32,00:13:05.67,39216,39283,pick up plate,pick-up,0,plate,2,['plate'],[2]
50006,P25_106_299,P25,P25_106,00:26:53.357,00:26:52.71,00:26:53.99,80635,80699,put down spoon,put-down,1,spoon,1,['spoon'],[1]
66470,P35_109_222,P35,P35_109,00:15:15.100,00:15:14.75,00:15:18.93,45737,45946,rinse cloth,rinse,2,cloth,17,['cloth'],[17]
50901,P26_04_24,P26,P26_04,00:01:23.860,00:01:22.49,00:01:30.03,4949,5401,open package of pasta,open,3,package:pasta,26,['package:pasta'],[26]
47223,P23_102_602,P23,P23_102,00:55:24.359,00:55:21.44,00:55:53.49,166072,167674,wash pan,wash,2,pan,5,['pan'],[5]
60588,P30_104_47,P30,P30_104,00:01:10.35,00:01:08.43,00:01:09.44,3421,3472,pick up teabag rest,pick-up,0,rest:teabag,109,['rest:teabag'],[109]
16096,P04_01_70,P04,P04_01,00:05:55.909,00:05:56.08,00:05:57.83,21364,21469,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70]
4881,P01_18_277,P01,P01_18,00:20:41.290,00:20:36.37,00:20:42.37,74182,74542,take containers,take,0,container,21,['container'],[21]
7062,P02_09_446,P02,P02_09,00:30:00.880,00:29:59.97,00:30:00.77,107998,108046,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
49036,P25_09_102,P25,P25_09,00:12:50.839,00:12:50.95,00:12:52.03,46257,46321,take salt,take,0,salt,38,['salt'],[38]
2851,P01_105_672,P01,P01_105,00:28:42.601,00:28:42.43,00:28:43.19,86121,86159,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
61648,P30_108_167,P30,P30_108,00:07:34.863,00:07:34.09,00:07:41.08,22704,23054,wipe hob,wipe,2,hob,24,['hob'],[24]
44391,P22_14_268,P22,P22_14,00:10:44.550,00:10:42.83,00:10:43.54,38569,38612,pick up saucer,pick-up,0,saucer,2,['saucer'],[2]
24657,P06_09_169,P06,P06_09,00:21:18.659,00:21:15.74,00:21:19.80,76544,76788,pick up rubbish,pick-up,0,rubbish,54,['rubbish'],[54]
11965,P02_132_5,P02,P02_132,00:00:21.153,00:00:20.47,00:00:21.85,1023,1092,put down tupperware,put-down,1,tupperware,23,['tupperware'],[23]
57698,P28_11_29,P28,P28_11,00:02:37.880,00:01:42.02,00:01:46.10,6121,6366,open oil,open,3,oil,31,['oil'],[31]
11801,P02_131_237,P02,P02_131,00:09:37.655,00:09:37.83,00:09:44.03,28891,29201,rinse plate,rinse,2,plate,2,['plate'],[2]
42340,P22_113_192,P22,P22_113,00:06:33.601,00:06:33.40,00:06:34.15,19670,19707,put down rice,put-down,1,rice,55,['rice'],[55]
4159,P01_109_800,P01,P01_109,00:56:41.850,00:56:41.74,00:57:04.49,170087,171224,wash pan,wash,2,pan,5,['pan'],[5]
51207,P26_104_108,P26,P26_104,00:08:20.601,00:08:20.45,00:08:21.93,25022,25096,pick up baking tray,pick-up,0,tray:baking,35,['tray:baking'],[35]
30702,P10_04_461,P10,P10_04,00:50:35.849,00:50:17.48,00:50:26.53,181048,181591,get cooked rice from the pot into the bowl,get,0,rice:cooked,55,"['rice:cooked', 'pot', 'bowl']","[55, 29, 7]"
4108,P01_109_755,P01,P01_109,00:54:29.350,00:54:29.09,00:54:30.33,163454,163516,put down plate,put-down,1,plate,2,['plate'],[2]
49622,P25_104_19,P25,P25_104,00:00:57.352,00:00:56.58,00:00:57.32,2829,2866,put down knife,put-down,1,knife,4,['knife'],[4]
5205,P01_18_569,P01,P01_18,00:48:28.130,00:48:26.25,00:48:27.00,174375,174420,take bowl,take,0,bowl,7,['bowl'],[7]
41793,P22_111_46,P22,P22_111,00:01:49.101,00:01:48.07,00:01:48.92,5403,5446,pick up lighter,pick-up,0,lighter,130,['lighter'],[130]
53497,P27_101_181,P27,P27_101,00:07:33.645,00:07:33.20,00:07:33.70,22660,22685,pick up moka pot,pick-up,0,pot:moka,50,['pot:moka'],[50]
53565,P27_101_242,P27,P27_101,00:10:45.857,00:10:45.84,00:10:46.51,32292,32325,put down forks,put-down,1,fork,14,['fork'],[14]
11015,P02_129_272,P02,P02_129,00:09:34.411,00:09:34.10,00:09:34.58,28705,28729,pick up squeezer cover,pick-up,0,cover:squeezer,89,['cover:squeezer'],[89]
25055,P06_101_368,P06,P06_101,00:28:14.155,00:28:13.48,00:28:14.17,84674,84708,pick up colander,pick-up,0,colander,39,['colander'],[39]
43770,P22_12_190,P22,P22_12,00:07:47.280,00:07:46.23,00:07:47.36,27973,28041,open cupboard,open,3,cupboard,3,['cupboard'],[3]
20754,P04_113_326,P04,P04_113,00:10:11.851,00:10:11.19,00:10:13.57,30559,30678,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
24849,P06_101_181,P06,P06_101,00:13:28.678,00:13:27.45,00:13:34.73,40372,40736,open can,open,3,can,61,['can'],[61]
65316,P35_105_89,P35,P35_105,00:05:43.944,00:05:43.38,00:05:46.37,17169,17318,rinse hands,rinse,2,hand,11,['hand'],[11]
40248,P22_109_381,P22,P22_109,00:16:06.101,00:16:05.78,00:16:06.63,48289,48331,put down burner cap,put-down,1,cap:burner,24,['cap:burner'],[24]
34319,P13_10_17,P13,P13_10,00:01:34.920,00:01:33.14,00:01:35.46,5588,5727,take tomato,take,0,tomato,43,['tomato'],[43]
53933,P27_103_148,P27,P27_103,00:07:25.603,00:07:23.00,00:07:31.25,22150,22562,pick up sugar,pick-up,0,sugar,102,['sugar'],[102]
35247,P20_01_147,P20,P20_01,00:07:40.430,00:07:35.71,00:07:38.46,27342,27507,rinse spatula,rinse,2,spatula,20,['spatula'],[20]
5315,P01_18_668,P01,P01_18,01:00:20.289,01:00:18.04,01:00:19.55,217082,217173,take container,take,0,container,21,['container'],[21]
51618,P26_108_4,P26,P26_108,00:00:29.359,00:00:29.83,00:00:30.49,1491,1524,open cupboard,open,3,cupboard,3,['cupboard'],[3]
20630,P04_113_214,P04,P04_113,00:06:38.601,00:06:37.59,00:06:38.44,19879,19922,pick up fork,pick-up,0,fork,14,['fork'],[14]
22200,P04_120_285,P04,P04_120,00:10:48.100,00:10:47.66,00:10:48.43,32383,32421,pick up fork,pick-up,0,fork,14,['fork'],[14]
30569,P10_04_339,P10,P10_04,00:36:49.250,00:36:31.56,00:36:32.83,131493,131569,put the spade on the pot,put-on,1,spade,1,"['spade', 'pot']","[1, 29]"
65943,P35_108_342,P35,P35_108,00:22:16.897,00:22:15.79,00:22:17.42,66789,66871,put down container,put-down,1,container,21,['container'],[21]
49905,P25_106_207,P25,P25_106,00:17:59.351,00:17:59.03,00:17:59.85,53951,53992,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
54706,P27_104_242,P27,P27_104,00:11:53.863,00:11:53.40,00:11:54.20,35670,35710,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
10689,P02_126_1,P02,P02_126,00:00:05.656,00:00:05.45,00:00:06.18,272,309,put down lid,put-down,1,lid,6,['lid'],[6]
63556,P31_07_23,P31,P31_07,00:03:44.810,00:03:40.80,00:03:54.27,13248,14056,clean sink,clean,2,sink,63,['sink'],[63]
62010,P30_10_118,P30,P30_10,00:06:41.199,00:06:38.90,00:06:41.22,23934,24073,take saucepan,take,0,saucepan,5,['saucepan'],[5]
36685,P22_05_391,P22,P22_05,00:16:13.679,00:16:09.85,00:16:13.07,58191,58384,pick up plate,pick-up,0,plate,2,['plate'],[2]
11068,P02_129_32,P02,P02_129,00:01:22.655,00:01:21.69,00:01:22.98,4084,4149,put down knife,put-down,1,knife,4,['knife'],[4]
11787,P02_131_224,P02,P02_131,00:09:21.169,00:09:21.46,00:09:22.05,28073,28102,pick up fork,pick-up,0,fork,14,['fork'],[14]
3911,P01_109_578,P01,P01_109,00:41:38.101,00:41:36.24,00:41:39.24,124811,124961,rinse peeler,rinse,2,peeler,87,['peeler'],[87]
30570,P10_04_34,P10,P10_04,00:04:15.169,00:04:20.85,00:04:27.00,15651,16020,use tap water to wash the fish,wash,2,water:tap,0,"['water:tap', 'fish']","[0, 119]"
5364,P01_18_92,P01,P01_18,00:07:31.940,00:07:29.58,00:07:30.88,26974,27052,take saucepan,take,0,saucepan,5,['saucepan'],[5]
55801,P28_06_138,P28,P28_06,00:11:27.640,00:11:33.43,00:11:34.18,41605,41650,take towel,take,0,towel,52,['towel'],[52]
29506,P08_26_7,P08,P08_26,00:00:18.960,00:00:18.55,00:00:19.30,1113,1158,get plate,get,0,plate,2,['plate'],[2]
1552,P01_09_582,P01,P01_09,00:40:51.849,00:40:54.02,00:40:56.24,147241,147374,take dough,take,0,dough,25,['dough'],[25]
14830,P03_119_174,P03,P03_119,00:10:14.850,00:10:12.45,00:10:15.79,30622,30789,pick up baking tray,pick-up,0,tray:baking,35,['tray:baking'],[35]
60980,P30_107_4,P30,P30_107,00:00:06.10,00:00:06.29,00:00:07.02,314,351,take tea strainer from teapot,take-from,0,strainer:tea,39,"['strainer:tea', 'teapot']","[39, 158]"
46977,P23_102_380,P23,P23_102,00:37:36.850,00:37:36.96,00:37:37.52,112848,112876,take plate,take,0,plate,2,['plate'],[2]
11993,P02_132_75,P02,P02_132,00:03:16.902,00:03:16.13,00:03:17.37,9806,9868,pick up foil paper,pick-up,0,paper:foil,49,['paper:foil'],[49]
5756,P02_03_162,P02,P02_03,00:09:20.000,00:09:19.09,00:09:20.03,33545,33601,open microwave,open,3,microwave,90,['microwave'],[90]
25865,P06_113_1,P06,P06_113,00:00:06.927,00:00:06.33,00:00:11.76,316,588,wash up bowl,wash-up,2,bowl,7,['bowl'],[7]
3932,P01_109_597,P01,P01_109,00:43:03.351,00:43:03.17,00:43:04.33,129158,129216,put down spatula,put-down,1,spatula,20,['spatula'],[20]
716,P01_05_25,P01,P01_05,00:01:21.990,00:01:21.37,00:01:22.76,4882,4965,take glass,take,0,glass,10,['glass'],[10]
35774,P20_04_147,P20,P20_04,00:10:14.400,00:10:10.54,00:10:12.13,36632,36727,open cupboard,open,3,cupboard,3,['cupboard'],[3]
43809,P22_12_225,P22,P22_12,00:08:49.890,00:08:47.72,00:08:49.08,31663,31744,put down cleanser,put-down,1,cleanser,22,['cleanser'],[22]
34751,P15_13_4,P15,P15_13,00:00:25.420,00:00:22.56,00:00:24.99,1353,1499,pick up fork,pick-up,0,fork,14,['fork'],[14]
29908,P09_104_32,P09,P09_104,00:03:11.500,00:03:08.23,00:03:12.34,9411,9617,open fridge,open,3,fridge,12,['fridge'],[12]
39822,P22_107_93,P22,P22_107,00:03:03.101,00:03:02.46,00:03:03.44,9123,9172,open cupboard,open,3,cupboard,3,['cupboard'],[3]
5065,P01_18_442,P01,P01_18,00:34:39.789,00:34:38.29,00:34:39.29,124697,124757,take spatula,take,0,spatula,20,['spatula'],[20]
50824,P26_02_92,P26,P26_02,00:07:36.029,00:07:35.65,00:07:37.04,27339,27422,grab plate,grab,0,plate,2,['plate'],[2]
62456,P30_111_180,P30,P30_111,00:07:31.10,00:07:29.96,00:07:31.12,22498,22556,open passata bottle,open,3,bottle:passata,15,['bottle:passata'],[15]
62393,P30_111_123,P30,P30_111,00:04:57.60,00:04:57.12,00:04:57.81,14856,14890,put down knife,put-down,1,knife,4,['knife'],[4]
25116,P06_101_422,P06,P06_101,00:30:55.654,00:30:55.21,00:30:55.79,92760,92789,put down towel,put-down,1,towel,52,['towel'],[52]
24373,P06_07_149,P06,P06_07,00:09:53.440,00:09:51.80,00:09:53.87,35508,35632,pick up sun-dried tomatoes,pick-up,0,tomato:sun:dried,43,['tomato:sun:dried'],[43]
52130,P26_117_26,P26,P26_117,00:01:31.855,00:01:31.75,00:01:32.28,4587,4614,put down lighter,put-down,1,lighter,130,['lighter'],[130]
14698,P03_118_25,P03,P03_118,00:00:51.101,00:00:45.22,00:01:01.96,2261,3098,open box of breadsticks,open,3,box:breadstick,23,['box:breadstick'],[23]
13693,P03_109_16,P03,P03_109,00:00:21.851,00:00:21.84,00:00:22.68,1092,1134,put down washing up liquid,put-down,1,liquid:washing:up,22,['liquid:washing:up'],[22]
31724,P11_103_22,P11,P11_103,00:01:06.601,00:01:07.04,00:01:07.73,3352,3386,put lid on pot,put-on,1,lid,6,"['lid', 'pot']","[6, 29]"
26456,P07_101_70,P07,P07_101,00:06:39.941,00:06:39.68,00:06:41.19,19984,20059,open fridge,open,3,fridge,12,['fridge'],[12]
22233,P04_120_314,P04,P04_120,00:11:16.103,00:11:15.75,00:11:16.07,33787,33803,pick up measuring spoon,pick-up,0,spoon:measuring,1,['spoon:measuring'],[1]
52478,P26_11_9,P26,P26_11,00:00:12.090,00:00:16.24,00:00:17.07,974,1024,open fridge,open,3,fridge,12,['fridge'],[12]
55341,P28_02_152,P28,P28_02,00:08:05.040,00:08:02.74,00:08:13.08,28964,29584,clean counter,clean,2,counter,42,['counter'],[42]
5336,P01_18_687,P01,P01_18,01:01:30.029,01:01:28.43,01:01:29.68,221305,221380,take plate,take,0,plate,2,['plate'],[2]
32826,P12_04_63,P12,P12_04,00:20:21.480,00:20:45.78,00:20:54.11,74746,75246,take foil,take,0,foil,123,['foil'],[123]
37955,P22_08_253,P22,P22_08,00:10:21.060,00:10:19.21,00:10:19.71,37152,37182,place lighter,place,1,lighter,130,['lighter'],[130]
8882,P02_112_292,P02,P02_112,00:18:26.652,00:18:21.00,00:18:22.56,55050,55128,get meat from pan,get,0,meat,28,"['meat', 'pan']","[28, 5]"
36172,P21_01_61,P21,P21_01,00:07:26.210,00:07:25.24,00:07:26.08,26714,26764,taking a knife,take,0,knife,4,['knife'],[4]
42722,P22_115_242,P22,P22_115,00:08:03.601,00:08:03.33,00:08:04.80,24166,24240,rinse hands,rinse,2,hand,11,['hand'],[11]
53508,P27_101_191,P27,P27_101,00:07:54.607,00:07:54.70,00:07:56.86,23735,23843,wash moka pot,wash,2,pot:moka,50,['pot:moka'],[50]
23013,P04_121_679,P04,P04_121,00:26:52.603,00:26:51.31,00:26:52.69,80565,80634,pick up ice cube,pick-up,0,cube:ice,189,['cube:ice'],[189]
52728,P26_14_0,P26,P26_14,00:00:02.020,00:00:02.75,00:00:04.48,165,268,open lid,open,3,lid,6,['lid'],[6]
58200,P29_02_11,P29,P29_02,00:00:28.409,00:00:27.81,00:00:28.44,1668,1706,put down yoghurt,put-down,1,yoghurt,98,['yoghurt'],[98]
45073,P22_16_368,P22,P22_16,00:19:11.480,00:19:10.60,00:19:11.68,69036,69100,pick up salt,pick-up,0,salt,38,['salt'],[38]
6934,P02_09_330,P02,P02_09,00:24:17.870,00:24:16.41,00:24:20.42,87384,87625,pick up meat,pick-up,0,meat,28,['meat'],[28]
23939,P06_01_11,P06,P06_01,00:00:28.210,00:00:35.62,00:00:39.37,2137,2362,open cereal,open,3,cereal,99,['cereal'],[99]
51839,P26_112_30,P26,P26_112,00:01:20.601,00:01:20.48,00:01:22.69,4024,4134,pick up bag,pick-up,0,bag,19,['bag'],[19]
49035,P25_09_101,P25,P25_09,00:12:49.709,00:12:48.40,00:12:50.21,46104,46212,put fork,put,1,fork,14,['fork'],[14]
2876,P01_105_695,P01,P01_105,00:29:36.350,00:29:36.24,00:29:36.99,88812,88849,pick up cutting board,pick-up,0,board:cutting,18,['board:cutting'],[18]
25299,P06_102_90,P06,P06_102,00:10:21.654,00:10:19.00,00:10:22.21,30950,31110,rinse sieve,rinse,2,sieve,39,['sieve'],[39]
2340,P01_105_211,P01,P01_105,00:07:45.351,00:07:44.98,00:07:46.05,23249,23302,put down tofu,put-down,1,tofu,81,['tofu'],[81]
10474,P02_123_415,P02,P02_123,00:21:03.416,00:21:03.60,00:21:07.77,63179,63388,rinse tea infuser,rinse,2,infuser:tea,39,['infuser:tea'],[39]
14651,P03_117_73,P03,P03_117,00:04:11.852,00:04:12.05,00:04:15.56,12602,12778,wash saucepan,wash,2,saucepan,5,['saucepan'],[5]
41797,P22_111_463,P22,P22_111,00:17:19.350,00:17:18.30,00:17:20.09,51915,52004,put down spatula,put-down,1,spatula,20,['spatula'],[20]
43915,P22_12_61,P22,P22_12,00:03:21.880,00:03:20.25,00:03:20.87,12015,12052,put down slice,put-down,1,peach,74,['peach'],[74]
24460,P06_07_227,P06,P06_07,00:15:15.990,00:15:14.59,00:15:15.63,54875,54937,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
38461,P22_101_43,P22,P22_101,00:01:11.101,00:01:10.83,00:01:11.67,3541,3583,open cupboard,open,3,cupboard,3,['cupboard'],[3]
28156,P08_05_365,P08,P08_05,00:28:43.989,00:28:44.63,00:28:46.19,103477,103571,get tortilla,get,0,tortilla,107,['tortilla'],[107]
50584,P25_107_9,P25,P25_107,00:00:27.601,00:00:27.49,00:00:28.50,1374,1425,put down knife,put-down,1,knife,4,['knife'],[4]
33856,P12_104_91,P12,P12_104,00:06:34.560,00:06:28.76,00:06:34.35,19438,19717,pick up trash from stove,pick-up,0,trash,54,"['trash', 'stove']","[54, 24]"
52911,P26_21_12,P26,P26_21,00:01:20.490,00:01:20.50,00:01:22.71,4830,4962,put saucepan on cooker,put-on,1,saucepan,5,"['saucepan', 'cooker']","[5, 46]"
18728,P04_107_674,P04,P04_107,00:18:12.853,00:18:12.87,00:18:13.80,54643,54690,put down chopstick,put-down,1,chopstick,80,['chopstick'],[80]
31978,P11_104_96,P11,P11_104,00:06:54.601,00:06:54.05,00:06:55.37,20702,20768,open drawer,open,3,drawer,8,['drawer'],[8]
57349,P28_111_46,P28,P28_111,00:02:26.158,00:02:26.29,00:02:27.07,7314,7353,take spoon,take,0,spoon,1,['spoon'],[1]
11698,P02_131_144,P02,P02_131,00:06:49.152,00:06:48.99,00:06:50.44,20449,20522,sponge plate,sponge,2,plate,2,['plate'],[2]
42130,P22_112_158,P22,P22_112,00:06:04.351,00:06:02.83,00:06:03.42,18141,18171,put down cloth,put-down,1,cloth,17,['cloth'],[17]
65594,P35_107_338,P35,P35_107,00:26:46.947,00:26:45.54,00:26:49.95,80277,80497,wash sink,wash,2,sink,63,['sink'],[63]
62455,P30_111_18,P30,P30_111,00:00:37.10,00:00:36.40,00:00:37.16,1820,1857,take butter from bag,take-from,0,butter,78,"['butter', 'bag']","[78, 19]"
41050,P22_10_368,P22,P22_10,00:13:27.620,00:13:23.39,00:13:24.85,48203,48291,pick up top,pick-up,0,top,42,['top'],[42]
18765,P04_107_707,P04,P04_107,00:19:12.101,00:19:11.36,00:19:13.24,57567,57662,pick up chopstick,pick-up,0,chopstick,80,['chopstick'],[80]
45056,P22_16_352,P22,P22_16,00:18:14.210,00:18:13.96,00:18:14.74,65637,65684,put spoon,put,1,spoon,1,['spoon'],[1]
37858,P22_08_166,P22,P22_08,00:07:00.160,00:06:58.85,00:07:03.60,25131,25416,rinse spoon,rinse,2,spoon,1,['spoon'],[1]
632,P01_05_174,P01,P01_05,00:11:36.050,00:11:35.04,00:11:36.72,41702,41803,take sausages,take,0,sausage,86,['sausage'],[86]
14754,P03_119_105,P03,P03_119,00:05:10.100,00:05:09.74,00:05:11.29,15487,15564,put bread knife on drying rack,put-on,1,knife:bread,4,"['knife:bread', 'rack:drying']","[4, 110]"
28522,P08_18_48,P08,P08_18,00:02:53.230,00:02:50.89,00:02:51.70,10253,10302,place bottles,place,1,bottle,15,['bottle'],[15]
28079,P08_05_295,P08,P08_05,00:24:13.119,00:24:15.56,00:24:17.31,87333,87438,place bowl on counter,place-on,1,bowl,7,"['bowl', 'counter']","[7, 42]"
9695,P02_120_195,P02,P02_120,00:11:22.166,00:11:20.44,00:11:23.05,34022,34152,pick up chopping board with cutlery,pick-up,0,board:chopping,18,"['board:chopping', 'cutlery']","[18, 58]"
52793,P26_18_36,P26,P26_18,00:04:34.880,00:04:32.96,00:04:45.42,16377,17125,soap coffee cup,soap,2,cup:coffee,13,['cup:coffee'],[13]
65923,P35_108_324,P35,P35_108,00:20:53.101,00:20:52.69,00:20:54.24,62634,62712,pick up cutting board,pick-up,0,board:cutting,18,['board:cutting'],[18]
48208,P24_07_103,P24,P24_07,00:06:51.889,00:06:59.78,00:07:00.98,25186,25258,pick up tomato,pick-up,0,tomato,43,['tomato'],[43]
37241,P22_07_279,P22,P22_07,00:13:03.040,00:13:02.42,00:13:03.27,46945,46996,pick up wooden spoon,pick-up,0,spoon:wooden,1,['spoon:wooden'],[1]
8895,P02_112_303,P02,P02_112,00:18:46.156,00:18:42.39,00:18:43.74,56119,56187,place meat on dough,place-on,1,meat,28,"['meat', 'dough']","[28, 25]"
55045,P27_105_233,P27,P27_105,00:13:04.851,00:13:04.14,00:13:05.28,39207,39264,pick up bottle,pick-up,0,bottle,15,['bottle'],[15]
64452,P35_104_40,P35,P35_104,00:02:36.200,00:02:34.05,00:02:44.56,7702,8228,wash plate,wash,2,plate,2,['plate'],[2]
28815,P08_21_256,P08,P08_21,00:18:05.280,00:18:06.29,00:18:08.13,65177,65287,get the kitchen bag,get,0,bag:kitchen,19,['bag:kitchen'],[19]
48102,P24_06_100,P24,P24_06,00:08:57.330,00:08:54.58,00:08:59.12,32074,32347,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
